ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Position
,simple,SF-463,JIA ST21 STRAIGHT TWEEZER,1,0,visible,"PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.","<p>PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.</p>",taxable,,1,,0,0,,,,,1,,149,349,TWEEZER,,,https://sparefix.co.in/uploads/media/2025/JIA_ST21.jpg,0
,simple,SF-464,JIA ST25 BEND TWEEZER,1,0,visible,"PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.","<p>PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.</p>",taxable,,1,,0,0,,,,,1,,149,349,TWEEZER,,,https://sparefix.co.in/uploads/media/2025/JIA_ST25.jpg,0
,simple,SF-155,JIO 4 PIN MIC (PACK OF 5),1,0,visible,"JIO 4 PIN MIC CONNECTOR SHORT DESCRIPTION: **4 PIN MICROPHONE CONNECTOR FOR JIO DEVICES, USED FOR AUDIO INPUT, COMPACT AND RELIABLE.**","<p>JIO 4 PIN MIC CONNECTOR SHORT DESCRIPTION: <strong>4 PIN MICROPHONE CONNECTOR FOR JIO DEVICES, USED FOR AUDIO INPUT, COMPACT AND RELIABLE.</strong></p>",taxable,,1,,0,0,,,,,1,,50,70,MIC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_10_20_19_AM.jpeg,0
,simple,SF-156,JIO 5 PIN MIC (PACK OF 5),1,0,visible,"5-PIN MICROPHONE CONNECTOR FOR JIO DEVICES, USED FOR AUDIO INPUT, COMPACT AND DURABLE.","<p>5-PIN MICROPHONE CONNECTOR FOR JIO DEVICES, USED FOR AUDIO INPUT, COMPACT AND DURABLE.</p>",taxable,,1,,0,0,,,,,1,,59,80,MIC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_10_20_20_AM.jpeg,0
,simple,SF-158,JIO ROUND MIC (PACK OF 5),1,0,visible,"JIO ROUND MIC SHORT DESCRIPTION: HIGH-QUALITY ROUND MICROPHONE FOR CLEAR AUDIO CAPTURE, COMPACT DESIGN, EASY INSTALLATION.","<p>JIO ROUND MIC SHORT DESCRIPTION: HIGH-QUALITY ROUND MICROPHONE FOR CLEAR AUDIO CAPTURE, COMPACT DESIGN, EASY INSTALLATION.</p>",taxable,,1,,0,0,,,,,1,,40,55,MIC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_10_20_21_AM.jpeg,0
,simple,SF-465,KAILIWEI KW15A BEND TWEEZER,1,0,visible,"PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.","<p>PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.</p>",taxable,,1,,0,0,,,,,1,,519,719,TWEEZER,,,https://sparefix.co.in/uploads/media/2025/KAILIWEI_KW_15A.jpg,0
,simple,SF-528,KAISI 183 PPD,1,0,visible,PREMIUM LOW-TEMPERATURE SOLDER PASTE FOR PROFESSIONAL PCB REWORK AND REPAIR.,<p>PREMIUM LOW-TEMPERATURE SOLDER PASTE FOR PROFESSIONAL PCB REWORK AND REPAIR.</p>,taxable,,1,,0,0,,,,,1,,279,479,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/KAISI_183_PPD.jpg,0
,simple,SF-529,KAISI 220 PPD,1,0,visible,KAISI 220 PPD IS A HIGH-QUALITY MECHANIC PHONE MOTHERBOARD PREHEATING PLATFORM FOR PROFESSIONAL SOLDERING AND REPAIR WORK.,<p>KAISI 220 PPD IS A HIGH-QUALITY MECHANIC PHONE MOTHERBOARD PREHEATING PLATFORM FOR PROFESSIONAL SOLDERING AND REPAIR WORK.</p>,taxable,,1,,0,0,,,,,1,,299,499,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/KAISI_220_PPD.jpg,0
,simple,SF-43,KARBONN 11 MINI V8 CC(PACK OF 5),1,0,visible,"KARBONN 11 MINI V8 CHARGING CONNECTOR IS THE SMALL **V8 / MICRO-USB PORT** THAT CONNECTS THE CHARGER TO THE PHONE, ENABLING POWER AND DATA TRANSFER.","<p>KARBONN 11 MINI V8 CHARGING CONNECTOR IS THE SMALL <strong>V8 / MICRO-USB PORT</strong> THAT CONNECTS THE CHARGER TO THE PHONE, ENABLING POWER AND DATA TRANSFER.</p>",taxable,,1,,0,0,,,,,1,,25,49,CHARGING CONNECTOR,,,https://sparefix.co.in/uploads/media/2025/08.jpeg,0
,simple,SF-44,KARBONN 11 V8 CC(PACK OF 5),1,0,visible,"KARBONN 11 V8 CHARGING CONNECTOR IS A FLEXIBLE PORT THAT CONNECTS THE CHARGER TO THE PHONE’S MAINBOARD, ENABLES POWER INPUT AND BATTERY CHARGING.","<p>KARBONN 11 V8 CHARGING CONNECTOR IS A FLEXIBLE PORT THAT CONNECTS THE CHARGER TO THE PHONE&rsquo;S MAINBOARD, ENABLES POWER INPUT AND BATTERY CHARGING.</p>",taxable,,1,,0,0,,,,,1,,25,49,CHARGING CONNECTOR,,,https://sparefix.co.in/uploads/media/2025/09.jpeg,0
,simple,SF-42,KARBONN 9 MINI V8 CC(PACK OF 5),1,0,visible,THE KARBONN 9 MINI V8 CHARGING CONNECTOR IS THE PORT THAT CONNECTS THE MICRO-USB (V8) CABLE TO THE PHONE’S MAINBOARD TO ENABLE POWER INPUT AND DATA TRANSFER.,<p>THE KARBONN 9 MINI V8 CHARGING CONNECTOR IS THE PORT THAT CONNECTS THE MICRO-USB (V8) CABLE TO THE PHONE&rsquo;S MAINBOARD TO ENABLE POWER INPUT AND DATA TRANSFER.</p>,taxable,,1,,0,0,,,,,1,,25,49,CHARGING CONNECTOR,,,https://sparefix.co.in/uploads/media/2025/07.jpeg,0
,simple,SF-45,KARBONN 9 MINI V8 GOLD CC (PACK OF 5),1,0,visible,THE KARBONN K9 MINI GOLD (V8) CHARGING CONNECTOR IS THE PORT THAT ALLOWS POWER AND DATA TO TRANSFER BETWEEN THE CHARGER/USB AND THE PHONE’S MAINBOARD.,<p>THE KARBONN K9 MINI GOLD (V8) CHARGING CONNECTOR IS THE PORT THAT ALLOWS POWER AND DATA TO TRANSFER BETWEEN THE CHARGER/USB AND THE PHONE&rsquo;S MAINBOARD.</p>,taxable,,1,,0,0,,,,,1,,25,49,CHARGING CONNECTOR,,,https://sparefix.co.in/uploads/media/2025/10.jpeg,0
,simple,SF-535,KOOCU 2.0MM WICK,1,0,visible,HIGH-QUALITY 2.0MM DESOLDERING WICK FOR QUICK AND CLEAN SOLDER REMOVAL.,<p>HIGH-QUALITY 2.0MM DESOLDERING WICK FOR QUICK AND CLEAN SOLDER REMOVAL.</p>,taxable,,1,,0,0,,,,,1,,119,319,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/KOOCU_2_0_WICK.jpg,0
,simple,SF-530,KOOCU 2.5MM WICK,1,0,visible,KOOCU 2.5MM DESOLDERING WICK REMOVE EXCESS SOLDER QUICKLY AND CLEANLY FOR PCB REPAIR AND SOLDERING TASKS.,<p>KOOCU 2.5MM DESOLDERING WICK REMOVE EXCESS SOLDER QUICKLY AND CLEANLY FOR PCB REPAIR AND SOLDERING TASKS.</p>,taxable,,1,,0,0,,,,,1,,79,149,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/KOOCU_2_5_MM_WICK.jpg,0
,simple,SF-531,KOOCU 3.0 WICK,1,0,visible,KOOCU 3.0MM DESOLDERING WICK IS A HIGH-QUALITY COPPER BRAID DESIGNED FOR QUICK AND CLEAN SOLDER REMOVAL ON PCB REPAIR AND MAINTENANCE.,<p>KOOCU 3.0MM DESOLDERING WICK IS A HIGH-QUALITY COPPER BRAID DESIGNED FOR QUICK AND CLEAN SOLDER REMOVAL ON PCB REPAIR AND MAINTENANCE.</p>,taxable,,1,,0,0,,,,,1,,79,149,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/KOOCU_3_0MM_WICK.jpg,0
,simple,SF-466,KOOCU ST30 TWEEZER,1,0,visible,"PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.","<p>PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.</p>",taxable,,1,,0,0,,,,,1,,199,399,TWEEZER,,,https://sparefix.co.in/uploads/media/2025/KOOCU_ST30.jpg,0
,simple,SF-467,KOOCU V16K TWEEZER,1,0,visible,"PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.","<p>PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.</p>",taxable,,1,,0,0,,,,,1,,199,399,TWEEZER,,,https://sparefix.co.in/uploads/media/2025/KOOCU_V16K.jpg,0
,simple,SF-538,KOOCU ZJ18 FLUX,1,0,visible,HIGH-PERFORMANCE SOLDERING TOOL DESIGNED FOR PRECISION AND DURABILITY.,<p>HIGH-PERFORMANCE SOLDERING TOOL DESIGNED FOR PRECISION AND DURABILITY.</p>,taxable,,1,,0,0,,,,,1,,59,119,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/KOOCU_ZJ18_FLUX.jpg,0
,simple,SF-121,LENOVO A708 V8 CC (PACK OF 5),1,0,visible,"LENOVO A708 V8 CHARGING CONNECTOR IS THE PORT THAT CONNECTS THE CHARGER TO THE PHONE, ALLOWING POWER TRANSFER TO THE BATTERY.","<p>LENOVO A708 V8 CHARGING CONNECTOR IS THE PORT THAT CONNECTS THE CHARGER TO THE PHONE, ALLOWING POWER TRANSFER TO THE BATTERY.</p>",taxable,,1,,0,0,,,,,1,,25,49,CHARGING CONNECTOR,,,https://sparefix.co.in/uploads/media/2025/112.jpeg,0
,simple,SF-125,LENOVO A850 V8 CC (PACK OF 5),1,0,visible,LENOVO A850 V8 CHARGING CONNECTOR IS A MICRO USB PORT THAT CONNECTS THE CHARGER TO THE MOTHERBOARD FOR POWER TRANSFER AND BATTERY CHARGING.,<p>LENOVO A850 V8 CHARGING CONNECTOR IS A MICRO USB PORT THAT CONNECTS THE CHARGER TO THE MOTHERBOARD FOR POWER TRANSFER AND BATTERY CHARGING.</p>,taxable,,1,,0,0,,,,,1,,25,49,CHARGING CONNECTOR,,,https://sparefix.co.in/uploads/media/2025/118.jpeg,0
,simple,SF-120,LENOVO K6 POWER V8 CC (PACK OF 5),1,0,visible,"LENOVO K6 POWER V8 CHARGING CONNECTOR IS THE PORT THAT CONNECTS THE CHARGER TO THE PHONE, ENABLING POWER AND DATA TRANSFER.","<p>LENOVO K6 POWER V8 CHARGING CONNECTOR IS THE PORT THAT CONNECTS THE CHARGER TO THE PHONE, ENABLING POWER AND DATA TRANSFER.</p>",taxable,,1,,0,0,,,,,1,,25,49,CHARGING CONNECTOR,,,https://sparefix.co.in/uploads/media/2025/110.jpeg,0
,simple,SF-124,LENOVO KINDLY TAB V8 CC (PACK OF 5),1,0,visible,"LENOVO TAB V8 CHARGING CONNECTOR IS A USB INTERFACE THAT CONNECTS THE CHARGER TO THE MOTHERBOARD, ALLOWING POWER AND DATA TRANSFER.","<p>LENOVO TAB V8 CHARGING CONNECTOR IS A USB INTERFACE THAT CONNECTS THE CHARGER TO THE MOTHERBOARD, ALLOWING POWER AND DATA TRANSFER.</p>",taxable,,1,,0,0,,,,,1,,25,49,CHARGING CONNECTOR,,,https://sparefix.co.in/uploads/media/2025/117.jpeg,0
,simple,SF-188,LIGHT COIL BIG (PACK OF 5),1,0,visible,"BIG LIGHT COIL FOR ELECTRICAL APPLICATIONS, HIGH DURABILITY, RELIABLE PERFORMANCE.","<p data-start=""0"" data-end=""35"">&nbsp;</p>
<p data-start=""37"" data-end=""125""><strong data-start=""37"" data-end=""123"">BIG LIGHT COIL FOR ELECTRICAL APPLICATIONS, HIGH DURABILITY, RELIABLE PERFORMANCE.</strong></p>",taxable,,1,,0,0,,,,,1,,150,250,Mobile Ic > LIGHT&AUDIO IC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_4_13_38_PM1.jpeg,0
,simple,SF-468,LIULON TW15K BEND TWEEZER,1,0,visible,"PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.","<p>PRECISION TWEEZER FOR MICRO REPAIR WITH ANTI-STATIC, HIGH GRIP, AND DURABLE STAINLESS-STEEL BODY. PERFECT FOR PCB, IC, AND SMALL COMPONENT HANDLING.</p>",taxable,,1,,0,0,,,,,1,,199,399,TWEEZER,,,https://sparefix.co.in/uploads/media/2025/LIULON_TW15K.jpg,0
,simple,SF-202,LM 36272 IC,1,0,visible,LM36272 IC IS A HIGH-EFFICIENCY BACKLIGHT DRIVER USED IN SMARTPHONE DISPLAYS FOR BRIGHTNESS CONTROL AND POWER MANAGEMENT.,<p>LM36272 IC IS A HIGH-EFFICIENCY BACKLIGHT DRIVER USED IN SMARTPHONE DISPLAYS FOR BRIGHTNESS CONTROL AND POWER MANAGEMENT.</p>,taxable,,1,,0,0,,,,,1,,180,280,Mobile Ic > LIGHT&AUDIO IC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_4_13_48_PM_(1).jpeg,0
,simple,SF-207,LM3539 A1 IC,1,0,visible,"LM3539 A1 IC IS A HIGH-EFFICIENCY LED DRIVER USED FOR BACKLIGHT CONTROL IN MOBILE DEVICES, PROVIDING STABLE BRIGHTNESS AND LOW POWER CONSUMPTION.","<p>LM3539 A1 IC IS A HIGH-EFFICIENCY LED DRIVER USED FOR BACKLIGHT CONTROL IN MOBILE DEVICES, PROVIDING STABLE BRIGHTNESS AND LOW POWER CONSUMPTION.</p>",taxable,,1,,0,0,,,,,1,,200,400,Mobile Ic > LIGHT&AUDIO IC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_4_13_48_PM_(2).jpeg,0
,simple,SF-206,LM3644 IC,1,0,visible,"LM3644 IC IS A HIGH-EFFICIENCY DUAL-OUTPUT LED FLASH DRIVER DESIGNED FOR CAMERA FLASH AND TORCH APPLICATIONS, PROVIDING POWERFUL LIGHT OUTPUT WITH LOW POWER CONSUMPTION.","<p>LM3644 IC IS A HIGH-EFFICIENCY DUAL-OUTPUT LED FLASH DRIVER DESIGNED FOR CAMERA FLASH AND TORCH APPLICATIONS, PROVIDING POWERFUL LIGHT OUTPUT WITH LOW POWER CONSUMPTION.</p>",taxable,,1,,0,0,,,,,1,,180,280,Mobile Ic > LIGHT&AUDIO IC,,,https://sparefix.co.in/uploads/media/2025/WhatsApp_Image_2025-10-21_at_4_13_47_PM_(1).jpeg,0
,simple,SF-986,LN 8000 IC,1,0,visible,"HIGH EFFICIENCY POWER IC WITH VOLTAGE REGULATION, LOW POWER, AND PROTECTION FEATURES.","<p>HIGH EFFICIENCY POWER IC WITH VOLTAGE REGULATION, LOW POWER, AND PROTECTION FEATURES.</p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > CHARGING & MIXED,,,https://sparefix.co.in/uploads/media/2026/LN_8000_IC.jpeg,0
,simple,SF-608,M005X01 IC,1,0,visible,HIGH-PERFORMANCE POWER MANAGEMENT IC FOR SMARTPHONE LOGIC BOARD REPAIR.,<p>HIGH-PERFORMANCE POWER MANAGEMENT IC FOR SMARTPHONE LOGIC BOARD REPAIR.</p>,taxable,,1,,0,0,,,,,1,,179,379,Mobile Ic > S2MU,,,https://sparefix.co.in/uploads/media/2025/M005X011.jpg,0
,simple,SF-537,MAANT 0.5MM SOLDER WIRE,1,0,visible,"HIGH-QUALITY 0.5MM SOLDER WIRE DESIGNED FOR PRECISION SOLDERING IN MOBILE, PCB AND MICRO-ELECTRONICS REPAIR.","<p>HIGH-QUALITY 0.5MM SOLDER WIRE DESIGNED FOR PRECISION SOLDERING IN MOBILE, PCB AND MICRO-ELECTRONICS REPAIR.</p>",taxable,,1,,0,0,,,,,1,,299,499,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/MAANT_0_5MM_SOLDER_WIRE.jpg,0
,simple,SF-584,MAANT DR1 THERMAL PASTE,1,0,visible,THERMAL GREASE THAT FILLS MICRO-AIR GAPS BETWEEN CPU/GPU AND HEATSINK TO IMPROVE HEAT TRANSFER.,<p>THERMAL GREASE THAT FILLS MICRO-AIR GAPS BETWEEN CPU/GPU AND HEATSINK TO IMPROVE HEAT TRANSFER.</p>,taxable,,1,,0,0,,,,,1,,259,459,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/MAANT_DR1_THERMAL_PASTE.jpg,0
,simple,SF-539,MAANT MY01 UV WITH FAN,1,0,visible,HIGH-PERFORMANCE UV CURING LIGHT WITH BUILT-IN COOLING FAN FOR FAST AND EFFICIENT CURING OF UV ADHESIVES IN MOBILE REPAIR.,<p>HIGH-PERFORMANCE UV CURING LIGHT WITH BUILT-IN COOLING FAN FOR FAST AND EFFICIENT CURING OF UV ADHESIVES IN MOBILE REPAIR.</p>,taxable,,1,,0,0,,,,,1,,679,879,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/MAANT_MY01_FAN.jpg,0
,simple,SF-536,MAANT MY105 ROSIN,1,0,visible,"MAANT MY105 ROSIN IS A HIGH-QUALITY SOLDERING FLUX DESIGNED TO IMPROVE SOLDER FLOW AND ENHANCE STRONG, CLEAN JOINTS DURING PCB REPAIR WORK","<p>MAANT MY105 ROSIN IS A HIGH-QUALITY SOLDERING FLUX DESIGNED TO IMPROVE SOLDER FLOW AND ENHANCE STRONG, CLEAN JOINTS DURING PCB REPAIR WORK</p>",taxable,,1,,0,0,,,,,1,,179,379,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/MAANT_MY105_ROSIN.jpg,0
,simple,SF-586,MAANT MY224 OR FLUX,1,0,visible,"LEAD-FREE, HALOGEN-FREE FLUX FOR BGA AND FINE-PITCH SOLDERING.","<p data-start=""27"" data-end=""116"">LEAD-FREE, HALOGEN-FREE FLUX FOR BGA AND FINE-PITCH SOLDERING.</p>
<p data-start=""118"" data-end=""137"">&nbsp;</p>",taxable,,1,,0,0,,,,,1,,149,349,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/MAANT_MY224.jpg,0
,simple,SF-585,MAANT MY225 IM FLUX,1,0,visible,"HALOGEN‑FREE, LEAD‑FREE FLUX FOR BGA, SMD, PCB, AND MOBILE REPAIR.","<p>HALOGEN‑FREE, LEAD‑FREE FLUX FOR BGA, SMD, PCB, AND MOBILE REPAIR.</p>",taxable,,1,,0,0,,,,,1,,149,349,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/MAANT_MY225.jpg,0
,simple,SF-583,MAANT UP 559 FLUX,1,0,visible,"HIGH-QUALITY LOW-RESIDUE SOLDERING FLUX DESIGNED FOR PROFESSIONAL PCB REPAIR AND REBALLING TASKS, ENSURING STRONG WETTING AND EXCELLENT CONDUCTIVITY.","<p>HIGH-QUALITY LOW-RESIDUE SOLDERING FLUX DESIGNED FOR PROFESSIONAL PCB REPAIR AND REBALLING TASKS, ENSURING STRONG WETTING AND EXCELLENT CONDUCTIVITY.</p>",taxable,,1,,0,0,,,,,1,,219,419,FLUX&PPD,,,https://sparefix.co.in/uploads/media/2025/MAANT_UP_559_FLUX.jpg,0
,simple,SF-353,MAX 77705C IC,1,0,visible,"USED IN SAMSUNG SMARTPHONES FOR FAST CHARGING, BATTERY MANAGEMENT, AND USB TYPE-C POWER CONTROL.","<p>USED IN SAMSUNG SMARTPHONES FOR FAST CHARGING, BATTERY MANAGEMENT, AND USB TYPE-C POWER CONTROL.</p>",taxable,,1,,0,0,,,,,1,,199,399,Mobile Ic > POWER AND SERIES,,,https://sparefix.co.in/uploads/media/2025/MAX_77705_C.jpg,0
,simple,SF-360,MAX 77729X IC,1,0,visible,"HIGHLY INTEGRATED POWER MANAGEMENT IC DESIGNED FOR SMARTPHONES AND PORTABLE DEVICES, PROVIDING EFFICIENT VOLTAGE REGULATION, BATTERY CHARGING CONTROL, AND POWER DISTRIBUTION FUNCTIONS.","<p>HIGHLY INTEGRATED POWER MANAGEMENT IC DESIGNED FOR SMARTPHONES AND PORTABLE DEVICES, PROVIDING EFFICIENT VOLTAGE REGULATION, BATTERY CHARGING CONTROL, AND POWER DISTRIBUTION FUNCTIONS.</p>",taxable,,1,,0,0,,,,,1,,599,799,Mobile Ic > POWER AND SERIES,,,https://sparefix.co.in/uploads/media/2025/MAX_77729_X.jpg,0
,simple,SF-439,MAX 77759 A IC,1,0,visible,HIGH-EFFICIENCY POWER MANAGEMENT IC FOR STABLE VOLTAGE REGULATION AND DEVICE POWER CONTROL.,"<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" tabindex=""-1"" data-turn-id=""cb7b2830-9c84-41e5-93f6-e64e0f1d9d39"" data-testid=""conversation-turn-2"" data-scroll-anchor=""false"" data-turn=""assistant"">
<div class=""text-base my-auto mx-auto [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""b976de00-e329-44c3-840f-2fd41308064d"" data-message-model-slug=""gpt-5-1"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""0"" data-end=""108"" data-is-last-node="""" data-is-only-node="""">HIGH-EFFICIENCY POWER MANAGEMENT IC FOR STABLE VOLTAGE REGULATION AND DEVICE POWER CONTROL.</p>",taxable,,1,,0,0,,,,,1,,279,479,Mobile Ic > POWER AND SERIES,,,https://sparefix.co.in/uploads/media/2025/MAX_77759_A.jpg,0
,simple,SF-432,MAX 77803 IC,1,0,visible,HIGH-EFFICIENCY POWER MANAGEMENT IC FOR STABLE VOLTAGE REGULATION AND DEVICE POWER CONTROL.,"<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" tabindex=""-1"" data-turn-id=""cb7b2830-9c84-41e5-93f6-e64e0f1d9d39"" data-testid=""conversation-turn-2"" data-scroll-anchor=""false"" data-turn=""assistant"">
<div class=""text-base my-auto mx-auto [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""b976de00-e329-44c3-840f-2fd41308064d"" data-message-model-slug=""gpt-5-1"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""0"" data-end=""108"" data-is-last-node="""" data-is-only-node="""">HIGH-EFFICIENCY POWER MANAGEMENT IC FOR STABLE VOLTAGE REGULATION AND DEVICE POWER CONTROL.</p>",taxable,,1,,0,0,,,,,1,,149,349,Mobile Ic > POWER AND SERIES,,,https://sparefix.co.in/uploads/media/2025/MAX_77803.jpg,0
