Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Regular price,Categories,Images,Meta: minimum_allowed_quantity,Meta: _wholesale_min_order_qty,Meta: source_mrp,Meta: source_current_price
simple,PL-Os5czN2tfLSy8EsaNgv,Stylish Mic with Speaker,1,0,visible,Stylish Mic with Speaker,,1,203.5,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-Os5czN2tfLSy8EsaNgv.jpg,3,3,999,185.0
simple,PL-Os5RHhuCnufX0KydspZ,TG-113 Speaker in multi colour,1,0,visible,TG-113 Speaker in multi colour,,1,192.5,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-Os5RHhuCnufX0KydspZ.jpg,3,3,675,175.0
simple,PL-O8u1dllQdIwtRnYgFgt,New Portable Speaker Model GCL - 901A with good sound quality original 💯 with box,1,0,visible,New Portable Speaker Model GCL - 901A with good sound quality original 💯 with box,,1,46.2,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dllQdIwtRnYgFgs.jpg,3,3,299,42.0
simple,PL-O8u1dlajxuY0J19L6-D,New Portable Speaker Model TS-05 with good sound quality original 💯 with box,1,0,visible,New Portable Speaker Model TS-05 with good sound quality original 💯 with box,,1,46.2,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dlajxuY0J19L6-C.jpg,3,3,399,42.0
simple,PL-O8u1dlQRPM4vLFcJBb4,New Portable Speaker Model TS- 03 with good sound quality original 💯 with box,1,0,visible,New Portable Speaker Model TS- 03 with good sound quality original 💯 with box,,1,46.2,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dlQRPM4vLFcJBb3.jpg,3,3,299,42.0
simple,PL-O8u1dlG5HW8aEHgAK6f,New Classic Speaker 🔊 boom sound rechargeable GCL- 905A original 💯 with box,1,0,visible,New Classic Speaker 🔊 boom sound rechargeable GCL- 905A original 💯 with box,,1,46.2,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dlG5HW8aEHgAK6e.jpg,3,3,399,42.0
simple,PL-O8u1dl5s5Nak9zcK_Yz,New Portable Speaker Model GCL - 104 A with good sound quality original 💯 with box,1,0,visible,New Portable Speaker Model GCL - 104 A with good sound quality original 💯 with box,,1,46.2,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dl5s5Nak9zcK_Yy.jpg,3,3,249,42.0
simple,PL-O8u1dkiYkTZX9A22rNm,New Portable Speaker Model GCL - 902A with good sound quality original 💯 with box,1,0,visible,New Portable Speaker Model GCL - 902A with good sound quality original 💯 with box,,1,46.2,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dkiYkTZX9A22rNl.jpg,3,3,399,42.0
simple,PL-O8u1dktwzpOX_6dPyMP,New Portable Speaker Model TS-01 with good sound quality original 💯 with box,1,0,visible,New Portable Speaker Model TS-01 with good sound quality original 💯 with box,,1,46.2,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dktwzpOX_6dPyMO.jpg,3,3,399,42.0
simple,PL-O8u1dirtEYmN3vJDXzY,New Rotation Disco Light led bulb with Bluetooth speaker New Model,1,0,visible,New Rotation Disco Light led bulb with Bluetooth speaker New Model,,1,203.5,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dirtEYmN3vJDXzX.jpg,3,3,999,185.0
simple,PL-O8u1dj2Kko4PlTHZJFW,Colour changing / Touch Lamp speaker original quality,1,0,visible,Colour changing / Touch Lamp speaker original quality,,1,220.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dj2Kko4PlTHZJFV.jpg,3,3,999,200.0
simple,PL-O8u1dkYvV1GVyZeEKvK,Mic with Speaker 🔊💯,1,0,visible,Mic with Speaker 🔊💯,,1,236.5,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dkYvV1GVyZeEKvJ.jpg,3,3,999,215.0
simple,PL-O8u1dj_lQerDXriKayr,A005 wireless lighting speaker multislot,1,0,visible,A005 wireless lighting speaker multislot,,1,253.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dj_lQerDXriKayq.jpg,3,3,899,230.0
simple,PL-O8u1djkN6YSDubnJFMK,A 105 Boom speaker original with torch 🔦 with box,1,0,visible,A 105 Boom speaker original with torch 🔦 with box,,1,258.5,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1djkN6YSDubnJFMJ.jpg,3,3,899,235.0
simple,PL-O8u1diQ7QlBmbWmlMx2,Premium quality Colour full Karoke Sound System original 💯 with box ( Mic with Speaker),1,0,visible,Premium quality Colour full Karoke Sound System original 💯 with box ( Mic with Speaker),,1,247.5,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1diQ7QlBmbWmlMx1.jpg,3,3,999,225.0
simple,PL-O8u1dkOf7zl2XF6sMZk,BMW SHAPE SPEAKER,1,0,visible,BMW SHAPE SPEAKER,,1,495.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dkOf7zl2XF6sMZj.jpg,3,3,1299,450.0
simple,PL-O8u1dkCWpPITtw9nPgP,Royce Royal Shape Speaker,1,0,visible,Royce Royal Shape Speaker,,1,539.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dkCWpPITtw9nPgO.jpg,3,3,1399,490.0
simple,PL-O8u6xnxhgQYl4ZdtchK,Unique Fancy Astronaut Light  Big Size with bluetooth Speaker 🔊 🔊,1,0,visible,Unique Fancy Astronaut Light  Big Size with bluetooth Speaker 🔊 🔊,,1,605.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u6xnxhgQYl4ZdtchL.jpg,3,3,1499,550.0
simple,PL-O8u1djutphGWSMLF3oM,UFO bulb with party speaker 48 Watt with remote,1,0,visible,UFO bulb with party speaker 48 Watt with remote,,1,715.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1djutphGWSMLF3oL.jpg,3,3,2999,650.0
simple,PL-O8u1djR60DXQAdoExT3,New Wireless charging atmosphere lamp Big Size original 💯 with box with wireless speaker 🔊🔊 ( Google Speaker ),1,0,visible,New Wireless charging atmosphere lamp Big Size original 💯 with box with wireless speaker 🔊🔊 ( Google Speaker ),,1,539.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1djR60DXQAdoExT2.jpg,3,3,1999,490.0
simple,PL-O8u1djIzB1lghJn5PiZ,Long size wireless Sound bar ( Speaker )original with box,1,0,visible,Long size wireless Sound bar ( Speaker )original with box,,1,770.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1djHQK8eliaF7Xko.jpg,3,3,2750,700.0
simple,PL-O8u1dluclFBgysDPGY-,Jazzy B Jumbo dual wireless speaker rechargeable with mic with remote 💯,1,0,visible,Jazzy B Jumbo dual wireless speaker rechargeable with mic with remote 💯,,1,3190.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dluclFBgysDPGXz.jpg,3,3,9999,2900.0
simple,PL-O8u1dk2gUUzFB9Uyprg,Jumbo Tower Speaker 300 watt,1,0,visible,Jumbo Tower Speaker 300 watt,,1,2145.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1dk2gUUzFB9Uyprf.jpg,3,3,4999,1950.0
simple,PL-O8u1difVLj6P5lcnbEn,RM - BTS 15 big trolley wireless speaker with dual mic with remote ( Mix Design),1,0,visible,RM - BTS 15 big trolley wireless speaker with dual mic with remote ( Mix Design),,1,3850.0,Speakers & Headphones,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8u1difVLj6P5lcnbEm.jpg,3,3,9999,3500.0
simple,PL-OdmAdXFCuuMsOsNgYbu,Kid's Mini Projector,1,0,visible,Kid's Mini Projector,,1,104.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OdmAdXFCuuMsOsNgYbu.jpg,3,3,999,95.0
simple,PL-OaJVExA6UaQEqkiHnZs,Fancy Pocket rain card,1,0,visible,Fancy Pocket rain card,,1,16.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OaJVExA6UaQEqkiHnZs.jpg,3,3,99,15.0
simple,PL-OU93cN9ONoQlRnkx-uD,Stylish 2 in 1 magic marker with stamp,1,0,visible,Stylish 2 in 1 magic marker with stamp,,1,104.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OU93cN9ONoQlRnkx-uD.jpg,3,3,499,95.0
simple,PL-OU931R28aDAukm3_Rrx,Unique 3D Painting Pen,1,0,visible,Unique 3D Painting Pen,,1,495.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OU931R28aDAukm3_Rrx.jpg,3,3,1599,450.0
simple,PL-OEnj1s9ZzVG8ZEBfLW_,Desk Lamp rechargeable,1,0,visible,Desk Lamp rechargeable,,1,132.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OEnj1s9ZzVG8ZEBfLW_.jpg,3,3,599,120.0
simple,PL-OEcs873NohhlY5hQMq7,Kid's Toy Card Reader For Education rechargeable,1,0,visible,Kid's Toy Card Reader For Education rechargeable,,1,269.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OEcs873NohhlY5hQMq7.jpg,3,3,999,245.0
simple,PL-OETMey8aaQfuhoI0jvU,Baby Knee Protector set of 2,1,0,visible,Baby Knee Protector set of 2,,1,44.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OETMey8aaQfuhoI0jvU.jpg,3,3,199,40.0
simple,PL-OETLDESn0c0yBJzaBbp,Silicon Pop it Toys multi designs,1,0,visible,Silicon Pop it Toys multi designs,,1,44.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OETLDESn0c0yBJzaBbp.jpg,3,3,199,40.0
simple,PL-OETGRMt6EIKqCMmuzo9,Magic water book set of 4,1,0,visible,Magic water book set of 4,,1,143.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OETGRMt6EIKqCMmuzo9.jpg,3,3,699,130.0
simple,PL-OET4U0KzC7WsA9gD_Fy,Magic water book ( 1 Piece ),1,0,visible,Magic water book ( 1 Piece ),,1,38.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OET4U0KzC7WsA9gD_Fy.jpg,3,3,499,35.0
simple,PL-OET0OXahPuxD2jyO4z6,Toy Gun for kids with refill,1,0,visible,Toy Gun for kids with refill,,1,49.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OET0OXahPuxD2jyO4z6.jpg,3,3,199,45.0
simple,PL-OEOoykkBNT8_XuyhLRy,Stylish Speed Champion Cars set of 25,1,0,visible,Stylish Speed Champion Cars set of 25,,1,121.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OEOoykkBNT8_XuyhLRy.jpg,3,3,499,110.0
simple,PL-OEITXgfKHEM5y-YtGy6,Magic Writing pad 8.5 inch with box,1,0,visible,Magic Writing pad 8.5 inch with box,,1,66.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OEITXgfKHEM5y-YtGy6.jpg,3,3,599,60.0
simple,PL-OEIPcQNnUmT7wQI965c,Soft Cushion Rolling chair,1,0,visible,Soft Cushion Rolling chair,,1,649.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OEIPcQNnUmT7wQI965c.jpg,3,3,4999,590.0
simple,PL-OEIMzZreg5MZh03JPfU,Magic Practice book Set of 4,1,0,visible,Magic Practice book Set of 4,,1,82.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OEIMzZreg5MZh03JPfU.jpg,3,3,499,75.0
simple,PL-NyUshdR8O40iguW3qb_,Pocket Raincard,1,0,visible,Pocket Raincard,,1,27.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKMPNneTj3wQQnwgBk.jpg,3,3,199,25.0
simple,PL-NyUshdQ74nOW3OwTcYT,Waterproof Mobile Protection Pouch,1,0,visible,Waterproof Mobile Protection Pouch,,1,22.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKMPNad7ft10BTERct.jpg,3,3,199,20.0
simple,PL-O0Cf2lCxNpbtIXOP9jC,Heavy Duty Rain coat,1,0,visible,Heavy Duty Rain coat,,1,93.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O0Cf2lCxNpbtIXOP9jD.jpg,3,3,499,85.0
simple,PL-NyUshdR8O40iguW3qbo,Big Size 3 in 1 Mist fan,1,0,visible,Big Size 3 in 1 Mist fan,,1,473.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKe7jtuqMjRePciXO_.jpg,3,3,1800,430.0
simple,PL-NyUshdR8O40iguW3qbk,Arctic Ultra mini ac,1,0,visible,Arctic Ultra mini ac,,1,418.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKYUauEFOMmiixdVj5.jpg,3,3,1800,380.0
simple,PL-NyUshdR8O40iguW3qbj,Arctic Ultra Pro ac,1,0,visible,Arctic Ultra Pro ac,,1,429.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKYUajjcRjz90BtX1T.jpg,3,3,2000,390.0
simple,PL-NyUshdR8O40iguW3qbm,Telescopic rechargeable foldable fan,1,0,visible,Telescopic rechargeable foldable fan,,1,165.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyK_MYHgZ0xQlcLSj01.jpg,3,3,999,150.0
simple,PL-NyUshdR8O40iguW3qbn,New Bladeless Neck fan flexible,1,0,visible,New Bladeless Neck fan flexible,,1,231.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKa-AnenKWlbP7h_FT.jpg,3,3,999,210.0
simple,PL-NyUshdR8O40iguW3qbl,Big Rechargeable fan with led light,1,0,visible,Big Rechargeable fan with led light,,1,110.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyK_MXzGkzhvLQt3NxG.jpg,3,3,399,100.0
simple,PL-NyUshdR8O40iguW3qbi,Mini Cooler,1,0,visible,Mini Cooler,,1,159.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKYUaYqgtkMfb7QB7w.jpg,3,3,800,145.0
simple,PL-NyUshdR8O40iguW3qbh,Handy fan Rechargeable,1,0,visible,Handy fan Rechargeable,,1,121.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKYUaNoQXJveNgfsXE.jpg,3,3,700,110.0
simple,PL-NyUshdR8O40iguW3qbg,Portable fan Rechargeable,1,0,visible,Portable fan Rechargeable,,1,104.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKYUaCo5dWCR7bHx8m.jpg,3,3,600,95.0
simple,PL-NyUshdR8O40iguW3qbf,Cooling Neck fan,1,0,visible,Cooling Neck fan,,1,159.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKYUa1jOtlGSrwCQCk.jpg,3,3,999,145.0
simple,PL-NyUshdR8O40iguW3qbe,Mini OTG fan,1,0,visible,Mini OTG fan,,1,18.7,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKYU_rNyCvEBySQZTS.jpg,3,3,199,17.0
simple,PL-NyUshdR8O40iguW3qbd,USB FAN,1,0,visible,USB FAN,,1,33.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKYU_ZERujBUXUjkOs.jpg,3,3,300,30.0
simple,PL-NyUshdR8O40iguW3qbc,Bottle Umbrella,1,0,visible,Bottle Umbrella,,1,242.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKMPOHOX3fXljE9yJh.jpg,3,3,999,220.0
simple,PL-NyUshdR8O40iguW3qbb,Capsule Umbrella,1,0,visible,Capsule Umbrella,,1,286.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKMPO7NFzX2_0xbx3l.jpg,3,3,1200,260.0
simple,PL-NyUshdR8O40iguW3qba,Magic ✨🪄 Umbrella,1,0,visible,Magic ✨🪄 Umbrella,,1,209.0,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKMPNySCT8Y2TDOXOP.jpg,3,3,999,190.0
simple,PL-NyUshdQ74nOW3OwTcYS,Waterproof Silicone Shoe Cover,1,0,visible,Waterproof Silicone Shoe Cover,,1,104.5,Kids / Winter & Rainy Season Unique Gadgets,https://cdn.quicksell.co/-Ny9VHOarOf5GNG6Fy48/products/-NyKMPNIrX8s_taR3yeN.jpg,3,3,599,95.0
simple,PL-O3K65BeV60C-XzHz2wY,Transparent Oil Bati Diya ( Single Piece),1,0,visible,Transparent Oil Bati Diya ( Single Piece),,1,5.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O3K65BdJATWPLQvRonz.jpg,3,3,99,5.0
simple,PL-O8lcI90ZlkkXMdzyUiz,New Big Size Om Deepak Water sensor diya LED light Smokeless ( Single unit ),1,0,visible,New Big Size Om Deepak Water sensor diya LED light Smokeless ( Single unit ),,1,27.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8lcI90ZlkkXMdzyUiz.jpg,3,3,199,25.0
simple,PL-O36fNw-nzUvj4532woM,Magic Shivling Water sensor,1,0,visible,Magic Shivling Water sensor,,1,16.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O3UMauaJF7w3P0ZzUyV.jpg,3,3,99,15.0
simple,PL-ObXn0QCYaHDw6Z7PYiO,new Fancy lotus shape led diya ( per unit),1,0,visible,new Fancy lotus shape led diya ( per unit),,1,16.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-ObXn0QCYaHDw6Z7PYiP.jpg,3,3,599,15.0
simple,PL-O8DuEQYSVIiuT1MNsvR,New Laxmi Ganesh ji Water sensor Diya Smokeless,1,0,visible,New Laxmi Ganesh ji Water sensor Diya Smokeless,,1,33.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8DuEQYSVIiuT1MNsvS.jpg,3,3,299,30.0
simple,PL-O3K64iUWSCP6bpbYP4u,Water Sensor Led Diya,1,0,visible,Water Sensor Led Diya,,1,6.6,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O3K64iTkOnmpoRVu5u0.jpg,3,3,60,6.0
simple,PL-OaOr28YSx4gl0gGReym,water sensor diya big jyot (mix colour ) (mix Design),1,0,visible,water sensor diya big jyot (mix colour ) (mix Design),,1,9.9,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-OaOr28YSx4gl0gGReym.jpg,3,3,99,9.0
simple,PL-O3K64NAQDzY5venMpm-,Cork light warm white ( without bottle),1,0,visible,Cork light warm white ( without bottle),,1,16.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O3K64NAQDzY5venMplz.jpg,3,3,199,15.0
simple,PL-O3K64MzoupWYQoZadwv,Cork Light Multicolour ( without bottle ),1,0,visible,Cork Light Multicolour ( without bottle ),,1,18.7,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O3K64MzoupWYQoZadwu.jpg,3,3,299,17.0
simple,PL-O6_yTzXGTsI-XWTX74-,New Button Fairy light waterproof 💦 warm white ( 1 Piece ),1,0,visible,New Button Fairy light waterproof 💦 warm white ( 1 Piece ),,1,16.5,Diwali Lighting & Decoration,"https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O6_yTzXGTsI-XWTX74-.jpg, https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O6aWsJXUbKG7faEAFGK.jpg",3,3,99,15.0
simple,PL-ObJBv8kxicKUasikFPf,Premium Quality Crown Shape Led smokeless fancy candle,1,0,visible,Premium Quality Crown Shape Led smokeless fancy candle,,1,55.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-ObJBv8kxicKUasikFPg.jpg,3,3,499,50.0
simple,PL-O6WV3SOWm-EDTI7ytVb,New Button Fairy light waterproof 💦 multicolour ( 1 Piece ),1,0,visible,New Button Fairy light waterproof 💦 multicolour ( 1 Piece ),,1,22.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O6WV3SOWm-EDTI7ytVc.jpg,3,3,99,20.0
simple,PL-O8wFyYByp-ERIaLz1QG,New Disco 🪩 bulb 💡 ( Single Unit ),1,0,visible,New Disco 🪩 bulb 💡 ( Single Unit ),,1,27.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O8wFyYByp-ERIaLz1QH.jpg,3,3,399,25.0
simple,PL-O3K659bOwXob3JA2Ybg,Fancy Transparent Multi Design Oil Bati Diya set of 6,1,0,visible,Fancy Transparent Multi Design Oil Bati Diya set of 6,,1,33.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O3K659bOwXob3JA2Ybf.jpg,3,3,399,30.0
simple,PL-O3K65AYXKNSw0zax01S,Fancy Transparent Multi Design Oil Bati Diya set of 12,1,0,visible,Fancy Transparent Multi Design Oil Bati Diya set of 12,,1,66.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O3K65AYXKNSw0zax01R.jpg,3,3,399,60.0
simple,PL-O_aoK05w63irV08fXqI,Bondi Laddu Shape wax candle,1,0,visible,Bondi Laddu Shape wax candle,,1,22.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_aoK05w63irV08fXqI.jpg,3,3,199,20.0
simple,PL-O_ann3qQx56fmHLK0cT,Fancy Stylish Kaju katli Shape wax candle ( single unit ),1,0,visible,Fancy Stylish Kaju katli Shape wax candle ( single unit ),,1,22.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_ann3qQx56fmHLK0cU.jpg,3,3,199,20.0
simple,PL-Ob8FMvMrdfMCgeRy31u,Premium Imriti shape wax candle ( single piece),1,0,visible,Premium Imriti shape wax candle ( single piece),,1,22.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-Ob8FMvMrdfMCgeRy31t.jpg,3,3,299,20.0
simple,PL-O3K64HyHI668JG0nM6d,Fancy Star Light,1,0,visible,Fancy Star Light,,1,82.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O3K64HyHI668JG0nM6c.jpg,3,3,399,75.0
simple,PL-O_gLr9CyQmlLtsL1D9Z,New Stylish Ice cube led candle ( single unit ),1,0,visible,New Stylish Ice cube led candle ( single unit ),,1,49.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_gLr9CyQmlLtsL1D9Z.jpg,3,3,99,45.0
simple,PL-O_gLr9DUFtOmfkXfsOb,Luxury Rainbow led Lining Candle model 1 ( Single Unit ),1,0,visible,Luxury Rainbow led Lining Candle model 1 ( Single Unit ),,1,27.5,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_gLr9DUFtOmfkXfsOb.jpg,3,3,99,25.0
simple,PL-O_kp9I5N5Jh9QMn3aDC,Neon Diya Jumbo Size warm white,1,0,visible,Neon Diya Jumbo Size warm white,,1,165.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_kp9I5N5Jh9QMn3aDB.jpg,3,3,999,150.0
simple,PL-O_kom8_ye03vIAKDeah,Neon Star Light Jumbo warm white,1,0,visible,Neon Star Light Jumbo warm white,,1,165.0,Diwali Lighting & Decoration,"https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_kom8_ye03vIAKDeai.jpg, https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_kom8c9ftAdRbavRUS.jpg",3,3,999,150.0
simple,PL-O_kp9I4qv2eixSPfaGD,Neon Diya Jumbo Size multicolour,1,0,visible,Neon Diya Jumbo Size multicolour,,1,165.0,Diwali Lighting & Decoration,https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_kp9I4qv2eixSPfaGC.jpg,3,3,999,150.0
simple,PL-O_2qsmn-qFY-5pbNJf7,Fancy Design small cotton ball,1,0,visible,Fancy Design small cotton ball,,1,77.0,Diwali Lighting & Decoration,"https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_2qsmp0GANxoIpIcNl.jpg, https://cdn.quicksell.co/-Ny9l1TXLO7pdHgCYLxB/products/-O_2qsmn-qFY-5pbNJf8.jpg",3,3,599,70.0
